Public_MAG_ID	public_fasta_filename	genome_file	AT_BatchID	user_genome	Domain	phylum	class	order	family	genus	species	no_species_assignment	Completeness	Contamination	Strain_heterogeneity	Size	N50
RESPICAT_MAG_000634	RESPICAT_MAG_000634.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983250_MAG133.fasta	URT_B6_PRJNA917836_B1	MAG133	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE	63.74	0	0	629807	109749
RESPICAT_MAG_000635	RESPICAT_MAG_000635.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983250_MAG515.fasta	URT_B6_PRJNA917836_B1	MAG515	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	84.33	3.45	0	711742	106127
RESPICAT_MAG_000636	RESPICAT_MAG_000636.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983250_MAG516.fasta	URT_B6_PRJNA917836_B1	MAG516	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	84.33	0	0	791462	94767
RESPICAT_MAG_000637	RESPICAT_MAG_000637.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983251_MAG104.fasta	URT_B6_PRJNA917836_B1	MAG104	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_D	NA	TRUE	98.6	0	0	2346824	44989
RESPICAT_MAG_000638	RESPICAT_MAG_000638.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983251_MAG518.fasta	URT_B6_PRJNA917836_B1	MAG518	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	65.36	0	0	619630	81492
RESPICAT_MAG_000639	RESPICAT_MAG_000639.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983251_MAG521.fasta	URT_B6_PRJNA917836_B1	MAG521	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	Absconditicoccaceae	HOT-345	NA	TRUE	59.69	0	0	898201	110289
RESPICAT_MAG_000640	RESPICAT_MAG_000640.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983251_MAG524.fasta	URT_B6_PRJNA917836_B1	MAG524	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Allisonella	Allisonella pneumosinta	FALSE	96.11	0	0	1198586	125154
RESPICAT_MAG_000641	RESPICAT_MAG_000641.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983251_MAG525.fasta	URT_B6_PRJNA917836_B1	MAG525	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanoperiomorbaceae	Nanoperiomorbus	NA	TRUE	52.71	4.27	80	772491	11179
RESPICAT_MAG_000642	RESPICAT_MAG_000642.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983252_MAG526.fasta	URT_B6_PRJNA917836_B1	MAG526	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE	93.62	0.86	66.67	2174274	51683
RESPICAT_MAG_000643	RESPICAT_MAG_000643.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983252_MAG527.fasta	URT_B6_PRJNA917836_B1	MAG527	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella oralis	FALSE	97.14	0.38	33.33	2574377	48431
RESPICAT_MAG_000644	RESPICAT_MAG_000644.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983252_MAG528.fasta	URT_B6_PRJNA917836_B1	MAG528	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Selenomonas	NA	TRUE	63.93	1.05	40	1811184	18403
RESPICAT_MAG_000645	RESPICAT_MAG_000645.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983252_MAG532.fasta	URT_B6_PRJNA917836_B1	MAG532	Bacteria	Spirochaetota	Spirochaetia	Treponematales	Treponemataceae	Treponema_C	Treponema_C maltophilum	FALSE	90.77	0.46	100	2119114	13409
RESPICAT_MAG_000646	RESPICAT_MAG_000646.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983252_MAG534.fasta	URT_B6_PRJNA917836_B1	MAG534	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Filifactoraceae	Peptoanaerobacter	Peptoanaerobacter stomatis	FALSE	98.25	0	0	2184559	22780
RESPICAT_MAG_000647	RESPICAT_MAG_000647.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983255_MAG166.fasta	URT_B6_PRJNA917836_B1	MAG166	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga sp905372595	FALSE	99.52	0.98	0	2419559	76179
RESPICAT_MAG_000648	RESPICAT_MAG_000648.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983255_MAG342.fasta	URT_B6_PRJNA917836_B1	MAG342	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	Absconditicoccaceae	HOT-345	NA	TRUE	52.48	0.86	100	1051991	45261
RESPICAT_MAG_000649	RESPICAT_MAG_000649.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983256_MAG541.fasta	URT_B6_PRJNA917836_B1	MAG541	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus lactarius	FALSE	95.06	0.86	40	1971952	44338
RESPICAT_MAG_000650	RESPICAT_MAG_000650.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983258_MAG291.fasta	URT_B6_PRJNA917836_B1	MAG291	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	NA	TRUE	91.62	0	0	1636525	77387
RESPICAT_MAG_000651	RESPICAT_MAG_000651.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983259_MAG082.fasta	URT_B6_PRJNA917836_B1	MAG082	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas pasteri	FALSE	98.87	0	0	2331653	140776
RESPICAT_MAG_000652	RESPICAT_MAG_000652.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983259_MAG460.fasta	URT_B6_PRJNA917836_B1	MAG460	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	NA	TRUE	97.77	0	0	1698859	144064
RESPICAT_MAG_000653	RESPICAT_MAG_000653.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983259_MAG547.fasta	URT_B6_PRJNA917836_B1	MAG547	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Aggregatibacter	Aggregatibacter kilianii	FALSE	96.51	1.27	50	2202924	56547
RESPICAT_MAG_000654	RESPICAT_MAG_000654.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983261_MAG548.fasta	URT_B6_PRJNA917836_B1	MAG548	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA	TRUE	85.25	0	0	1505961	42439
RESPICAT_MAG_000655	RESPICAT_MAG_000655.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983263_MAG549.fasta	URT_B6_PRJNA917836_B1	MAG549	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE	62.71	0.57	50	633631	22821
RESPICAT_MAG_000656	RESPICAT_MAG_000656.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983265_MAG554.fasta	URT_B6_PRJNA917836_B1	MAG554	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE	97.96	0.37	0	2204093	202633
RESPICAT_MAG_000657	RESPICAT_MAG_000657.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983268_MAG557.fasta	URT_B6_PRJNA917836_B1	MAG557	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE	59.47	0.85	0	591141	22011
RESPICAT_MAG_000658	RESPICAT_MAG_000658.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983270_MAG559.fasta	URT_B6_PRJNA917836_B1	MAG559	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE	52.9	0	0	479386	8235
RESPICAT_MAG_000659	RESPICAT_MAG_000659.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983271_MAG018.fasta	URT_B6_PRJNA917836_B1	MAG018	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Porphyromonas sp927910985	FALSE	99.06	0.08	0	2081156	302263
RESPICAT_MAG_000660	RESPICAT_MAG_000660.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983271_MAG129.fasta	URT_B6_PRJNA917836_B1	MAG129	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	Lachnoanaerobaculum orale	FALSE	100	0	0	2750897	118019
RESPICAT_MAG_000661	RESPICAT_MAG_000661.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983271_MAG560.fasta	URT_B6_PRJNA917836_B1	MAG560	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	NA	TRUE	73.35	2.62	45.45	1343022	5378
RESPICAT_MAG_000662	RESPICAT_MAG_000662.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983272_MAG149.fasta	URT_B6_PRJNA917836_B1	MAG149	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_B	Ottowia	Ottowia sp001262075	FALSE	98.32	0.7	50	2617802	52329
RESPICAT_MAG_000663	RESPICAT_MAG_000663.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983272_MAG257.fasta	URT_B6_PRJNA917836_B1	MAG257	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia propionica	FALSE	96.95	1.22	0	2978370	78515
RESPICAT_MAG_000664	RESPICAT_MAG_000664.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983272_MAG288.fasta	URT_B6_PRJNA917836_B1	MAG288	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Abiotrophia	Abiotrophia defectiva	FALSE	98.46	0	0	2035746	183931
RESPICAT_MAG_000665	RESPICAT_MAG_000665.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983272_MAG563.fasta	URT_B6_PRJNA917836_B1	MAG563	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE	60.4	0.85	0	1070093	175031
RESPICAT_MAG_000666	RESPICAT_MAG_000666.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983272_MAG564.fasta	URT_B6_PRJNA917836_B1	MAG564	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales_A	Pasteurellaceae	Aggregatibacter	Aggregatibacter aphrophilus	FALSE	98.23	0.66	20	2306127	72603
RESPICAT_MAG_000667	RESPICAT_MAG_000667.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983273_MAG073.fasta	URT_B6_PRJNA917836_B1	MAG073	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE	65.43	0.93	0	899107	226348
RESPICAT_MAG_000668	RESPICAT_MAG_000668.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983273_MAG566.fasta	URT_B6_PRJNA917836_B1	MAG566	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE	97.65	2.6	90.91	2198240	35448
RESPICAT_MAG_000669	RESPICAT_MAG_000669.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983273_MAG567.fasta	URT_B6_PRJNA917836_B1	MAG567	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	Centipeda sp000468035	FALSE	99.31	0.21	0	2161994	104905
RESPICAT_MAG_000670	RESPICAT_MAG_000670.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983273_MAG568.fasta	URT_B6_PRJNA917836_B1	MAG568	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE	99.88	0.37	0	1860316	159280
RESPICAT_MAG_000671	RESPICAT_MAG_000671.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983273_MAG569.fasta	URT_B6_PRJNA917836_B1	MAG569	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	JABCPE02	NA	TRUE	98.92	0	0	1891560	115046
RESPICAT_MAG_000672	RESPICAT_MAG_000672.fna	RESPICAT_URT_B6_PRJNA917836_B1_SRR22983276_MAG571.fasta	URT_B6_PRJNA917836_B1	MAG571	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanogingivalaceae	Nanogingivalis	NA	TRUE	63.74	0	0	648775	121111
RESPICAT_MAG_000673	RESPICAT_MAG_000673.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983281_MAG016.fasta	URT_B6_PRJNA917836_B2	MAG016	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE	93.57	1.06	75	1639682	25582
RESPICAT_MAG_000674	RESPICAT_MAG_000674.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983282_MAG023.fasta	URT_B6_PRJNA917836_B2	MAG023	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE	63.39	1.28	0	836844	28993
RESPICAT_MAG_000675	RESPICAT_MAG_000675.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983282_MAG027.fasta	URT_B6_PRJNA917836_B2	MAG027	Bacteria	Bacillota	Bacilli	Lactobacillales	Aerococcaceae	Granulicatella	NA	TRUE	94.04	0.11	0	1772293	62268
RESPICAT_MAG_000676	RESPICAT_MAG_000676.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983283_MAG039.fasta	URT_B6_PRJNA917836_B2	MAG039	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Streptobacillus	Streptobacillus hongkongensis	FALSE	95.51	1.12	0	1116867	11070
RESPICAT_MAG_000677	RESPICAT_MAG_000677.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983285_MAG059.fasta	URT_B6_PRJNA917836_B2	MAG059	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia aeria	FALSE	97.35	0.33	100	2473207	107194
RESPICAT_MAG_000678	RESPICAT_MAG_000678.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG060.fasta	URT_B6_PRJNA917836_B2	MAG060	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE	99.88	5.27	25	2351401	104037
RESPICAT_MAG_000679	RESPICAT_MAG_000679.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG061.fasta	URT_B6_PRJNA917836_B2	MAG061	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Parascardovia	Parascardovia denticolens	FALSE	98.83	0.16	0	1906629	106864
RESPICAT_MAG_000680	RESPICAT_MAG_000680.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG063.fasta	URT_B6_PRJNA917836_B2	MAG063	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris_C	FALSE	99.53	1.18	60	3141610	92980
RESPICAT_MAG_000681	RESPICAT_MAG_000681.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG064.fasta	URT_B6_PRJNA917836_B2	MAG064	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoanaerobaculum	NA	TRUE	99.36	0	0	2676011	111862
RESPICAT_MAG_000682	RESPICAT_MAG_000682.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG065.fasta	URT_B6_PRJNA917836_B2	MAG065	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE	97.59	0.06	0	2131997	441879
RESPICAT_MAG_000683	RESPICAT_MAG_000683.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG066.fasta	URT_B6_PRJNA917836_B2	MAG066	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE	62.65	2.72	0	1191026	173560
RESPICAT_MAG_000684	RESPICAT_MAG_000684.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG068.fasta	URT_B6_PRJNA917836_B2	MAG068	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	NA	TRUE	96.27	1.67	71.43	2043973	38468
RESPICAT_MAG_000685	RESPICAT_MAG_000685.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG071.fasta	URT_B6_PRJNA917836_B2	MAG071	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Capnocytophaga	Capnocytophaga ochracea	FALSE	97.14	0	0	2549745	46625
RESPICAT_MAG_000686	RESPICAT_MAG_000686.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG074.fasta	URT_B6_PRJNA917836_B2	MAG074	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosynbacteraceae	Nanosynbacter	NA	TRUE	65.81	0	0	756554	183703
RESPICAT_MAG_000687	RESPICAT_MAG_000687.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983286_MAG076.fasta	URT_B6_PRJNA917836_B2	MAG076	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Dialisteraceae	Dialister	Dialister invisus	FALSE	98.1	0.63	0	1831534	144694
RESPICAT_MAG_000688	RESPICAT_MAG_000688.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983288_MAG090.fasta	URT_B6_PRJNA917836_B2	MAG090	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	Campylobacter_A sp905372745	FALSE	99.88	0.68	33.33	2240371	156647
RESPICAT_MAG_000689	RESPICAT_MAG_000689.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983288_MAG097.fasta	URT_B6_PRJNA917836_B2	MAG097	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	Fusobacterium massiliense	FALSE	96.92	0	0	1585447	22053
RESPICAT_MAG_000690	RESPICAT_MAG_000690.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983288_MAG099.fasta	URT_B6_PRJNA917836_B2	MAG099	Bacteria	Bacillota_C	Negativicutes	Selenomonadales	Selenomonadaceae	Centipeda	Centipeda sp905372865	FALSE	99.48	0.07	0	2237884	207580
RESPICAT_MAG_000691	RESPICAT_MAG_000691.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983290_MAG103.fasta	URT_B6_PRJNA917836_B2	MAG103	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	Acinetobacter soli	FALSE	97.19	1.52	0	3000614	25729
RESPICAT_MAG_000692	RESPICAT_MAG_000692.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983291_MAG107.fasta	URT_B6_PRJNA917836_B2	MAG107	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Arachnia	Arachnia sp013333945	FALSE	97.21	0.52	0	3400807	155931
RESPICAT_MAG_000693	RESPICAT_MAG_000693.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983291_MAG111.fasta	URT_B6_PRJNA917836_B2	MAG111	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	Absconditicoccaceae	HOT-345	NA	TRUE	62.43	0	0	944073	129872
RESPICAT_MAG_000694	RESPICAT_MAG_000694.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983292_MAG115.fasta	URT_B6_PRJNA917836_B2	MAG115	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Micrococcaceae	Rothia	Rothia mucilaginosa	FALSE	94	0	0	2180660	90343
RESPICAT_MAG_000695	RESPICAT_MAG_000695.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983293_MAG118.fasta	URT_B6_PRJNA917836_B2	MAG118	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Nanosyncoccaceae	Nanosyncoccus	NA	TRUE	52.93	0	0	500141	5907
RESPICAT_MAG_000696	RESPICAT_MAG_000696.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983294_MAG121.fasta	URT_B6_PRJNA917836_B2	MAG121	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella_B	NA	TRUE	94.67	0.53	33.33	2278006	46174
RESPICAT_MAG_000697	RESPICAT_MAG_000697.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983294_MAG125.fasta	URT_B6_PRJNA917836_B2	MAG125	Bacteria	Bacillota	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA	TRUE	92.62	0.72	100	1675154	46643
RESPICAT_MAG_000698	RESPICAT_MAG_000698.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983294_MAG126.fasta	URT_B6_PRJNA917836_B2	MAG126	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE	62.65	0.46	100	957883	51881
RESPICAT_MAG_000699	RESPICAT_MAG_000699.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983302_MAG142.fasta	URT_B6_PRJNA917836_B2	MAG142	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Actinomycetaceae	Actinomyces	Actinomyces oris_A	FALSE	92.89	0.95	0	2782566	53222
RESPICAT_MAG_000700	RESPICAT_MAG_000700.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983303_MAG144.fasta	URT_B6_PRJNA917836_B2	MAG144	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Lancefieldella	NA	TRUE	96.77	1.61	0	1431897	159953
RESPICAT_MAG_000701	RESPICAT_MAG_000701.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983303_MAG146.fasta	URT_B6_PRJNA917836_B2	MAG146	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	F0422	F0422 sp900766245	FALSE	93.89	0	0	1621806	160970
RESPICAT_MAG_000702	RESPICAT_MAG_000702.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983303_MAG147.fasta	URT_B6_PRJNA917836_B2	MAG147	Bacteria	Actinomycetota	Actinomycetia	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium longum	FALSE	99.77	0.69	0	2419550	118528
RESPICAT_MAG_000703	RESPICAT_MAG_000703.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983304_MAG018.fasta	URT_B6_PRJNA917836_B2	MAG018	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus mutans	FALSE	98.13	0.19	0	1956985	120689
RESPICAT_MAG_000704	RESPICAT_MAG_000704.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983304_MAG047.fasta	URT_B6_PRJNA917836_B2	MAG047	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	Neisseria bacilliformis	FALSE	99.15	0.27	0	2290913	101974
RESPICAT_MAG_000705	RESPICAT_MAG_000705.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983304_MAG148.fasta	URT_B6_PRJNA917836_B2	MAG148	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_B	NA	TRUE	97.47	1.72	16.67	2150031	123652
RESPICAT_MAG_000706	RESPICAT_MAG_000706.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983304_MAG150.fasta	URT_B6_PRJNA917836_B2	MAG150	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Campylobacteraceae	Campylobacter_A	NA	TRUE	94.92	2.59	63.64	1747606	13476
RESPICAT_MAG_000707	RESPICAT_MAG_000707.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983305_MAG151.fasta	URT_B6_PRJNA917836_B2	MAG151	Bacteria	Pseudomonadota	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas geniculata	FALSE	100	0.11	0	4486530	108008
RESPICAT_MAG_000708	RESPICAT_MAG_000708.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983305_MAG152.fasta	URT_B6_PRJNA917836_B2	MAG152	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	NA	TRUE	99.42	0.2	0	2089351	105081
RESPICAT_MAG_000709	RESPICAT_MAG_000709.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983306_MAG154.fasta	URT_B6_PRJNA917836_B2	MAG154	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Saccharimonas	NA	TRUE	62.61	0.93	0	938931	43314
RESPICAT_MAG_000710	RESPICAT_MAG_000710.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983306_MAG155.fasta	URT_B6_PRJNA917836_B2	MAG155	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE	84.82	3.33	20	2274276	24372
RESPICAT_MAG_000711	RESPICAT_MAG_000711.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983306_MAG156.fasta	URT_B6_PRJNA917836_B2	MAG156	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	CAJPTX01	Bacteroides_D	NA	TRUE	92.17	0.48	0	2092579	10314
RESPICAT_MAG_000712	RESPICAT_MAG_000712.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983306_MAG162.fasta	URT_B6_PRJNA917836_B2	MAG162	Bacteria	Actinomycetota	Actinomycetia	Propionibacteriales	Propionibacteriaceae	Brooklawnia	NA	TRUE	96.91	0.33	0	2585493	29107
RESPICAT_MAG_000713	RESPICAT_MAG_000713.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983306_MAG170.fasta	URT_B6_PRJNA917836_B2	MAG170	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella buccae	FALSE	93.7	1.07	40	2690605	15796
RESPICAT_MAG_000714	RESPICAT_MAG_000714.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983306_MAG176.fasta	URT_B6_PRJNA917836_B2	MAG176	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	NA	TRUE	91.98	0.88	40	2385841	31614
RESPICAT_MAG_000715	RESPICAT_MAG_000715.fna	RESPICAT_URT_B6_PRJNA917836_B2_SRR22983307_MAG183.fasta	URT_B6_PRJNA917836_B2	MAG183	Bacteria	Patescibacteria	JAEDAM01	Absconditabacterales	Absconditicoccaceae	HOT-345	NA	TRUE	50.75	0	0	1036697	706128
